t,duty,Vs,omega,theta,u
18.922,0,12,0,80.51667,0
18.932,0,12,0,80.51667,0
18.942,0,12,0,80.51667,0
18.952,0,12,0,80.51667,0
18.962,0,12,0,80.51667,0
18.972,0,12,0,80.51667,0
18.982,0,12,0,80.51667,0
18.992,0,12,0,80.51667,0
19.002,0,12,0,80.51667,0
19.012,0,12,0,80.51667,0
19.022,0,12,0,80.51667,0
19.032,0,12,0,80.51667,0
19.042,0,12,0,80.51667,0
19.052,0,12,0,80.51667,0
19.063,0,12,0,80.51667,0
19.073,0,12,0,80.51667,0
19.083,0,12,0,80.51667,0
19.093,0,12,0,80.51667,0
19.103,0,12,0,80.51667,0
19.113,0,12,0,80.51667,0
19.123,0,12,0,80.51667,0
19.133,0,12,0,80.51667,0
19.143,0,12,0,80.51667,0
19.153,0,12,0,80.51667,0
19.163,0,12,0,80.51667,0
19.173,0,12,0,80.51667,0
19.183,0,12,0,80.51667,0
19.193,0,12,0,80.51667,0
19.203,0,12,0,80.51667,0
19.213,0,12,0,80.51667,0
19.223,0,12,0,80.51667,0
19.234,0,12,0,80.51667,0
19.244,0,12,0,80.51667,0
19.254,0,12,0,80.51667,0
19.264,0,12,0,80.51667,0
19.274,0,12,0,80.51667,0
19.284,0,12,0,80.51667,0
19.294,0,12,0,80.51667,0
19.304,0,12,0,80.51667,0
19.314,0,12,0,80.51667,0
19.324,0,12,0,80.51667,0
19.334,0,12,0,80.51667,0
19.344,0,12,0,80.51667,0
19.354,0,12,0,80.51667,0
19.364,0,12,0,80.51667,0
19.374,0,12,0,80.51667,0
19.384,0,12,0,80.51667,0
19.394,0,12,0,80.51667,0
19.404,0,12,0,80.51667,0
19.414,0,12,0,80.51667,0
19.424,0,12,0,80.51667,0
19.434,0,12,0,80.51667,0
19.444,0,12,0,80.51667,0
19.454,0,12,0,80.51667,0
19.464,0,12,0,80.51667,0
19.474,0,12,0,80.51667,0
19.484,0,12,0,80.51667,0
19.494,0,12,0,80.51667,0
19.504,0,12,0,80.51667,0
19.514,0,12,0,80.51667,0
19.524,0,12,0,80.51667,0
19.534,0,12,0,80.51667,0
19.544,0,12,0,80.51667,0
19.554,0,12,0,80.51667,0
19.564,0,12,0,80.51667,0
19.575,0,12,0,80.51667,0
19.585,0,12,0,80.51667,0
19.595,0,12,0,80.51667,0
19.605,0,12,0,80.51667,0
19.615,0,12,0,80.51667,0
19.625,0,12,0,80.51667,0
19.635,0,12,0,80.51667,0
19.645,0,12,0,80.51667,0
19.655,0,12,0,80.51667,0
19.665,0,12,0,80.51667,0
19.675,0,12,0,80.51667,0
19.685,0,12,0,80.51667,0
19.695,0,12,0,80.51667,0
19.705,0,12,0,80.51667,0
19.715,0,12,0,80.51667,0
19.725,0,12,0,80.51667,0
19.735,0,12,0,80.51667,0
19.746,0,12,0,80.51667,0
19.756,0,12,0,80.51667,0
19.766,0,12,0,80.51667,0
19.776,0,12,0,80.51667,0
19.786,0,12,0,80.51667,0
19.796,0,12,0,80.51667,0
19.806,0,12,0,80.51667,0
19.816,0,12,0,80.51667,0
19.826,0,12,0,80.51667,0
19.836,0,12,0,80.51667,0
19.846,0,12,0,80.51667,0
19.856,0,12,0,80.51667,0
19.866,0,12,0,80.51667,0
19.876,0,12,0,80.51667,0
19.886,0,12,0,80.51667,0
19.896,0,12,0,80.51667,0
19.906,0,12,0,80.51667,0
19.916,0,12,0,80.51667,0
19.926,0,12,0,80.51667,0
19.936,0,12,0,80.51667,0
19.946,0,12,0,80.51667,0
19.956,0,12,0,80.51667,0
19.966,0,12,0,80.51667,0
19.976,0,12,0,80.51667,0
19.986,0,12,0,80.51667,0
19.996,0,12,0,80.51667,0
20.006,0,12,0,80.51667,0
20.016,0,12,0,80.51667,0
20.026,0,12,0,80.51667,0
20.036,0,12,0,80.51667,0
20.046,0,12,0,80.51667,0
20.056,0,12,0,80.51667,0
